Directory of Federal Real Property
Real Property and Materiel Policy Division
Treasury Board of Canada Secretariat
Government of Canada

Security Level: Not Protected
Date: January 3rd, 2023
Sort order:
Character set: ISO 8859 Latin 1
Field Delimiter: Comma
Text Qualifier: Double quote
Field Names: Included in line 16
Data: Begins on line 17
Help: DFRP-ADMIN-RBIF@tbs-sct.gc.ca

"Structure Number (TEXT data)","Tenant Code (TEXT data)","Tenant Name","Floor Area"
"054977","CES","Canada School of Public Service",1828.00
"054977","995","Vacant",2095.00
"054977","990","Third Party",1120.00
"054977","EXT","Global Affairs Canada",20637.00
"055082","PEN","Correctional Service of Canada",473.00
"055089","PEN","Correctional Service of Canada",649.00
"055093","PEN","Correctional Service of Canada",637.00
"055093","995","Vacant",909.00
"055163","CAJ","Courts Administration Service",6733.00
"055176","CSD","Employment and Social Development Canada",1660.00
"055202","AGR","Agriculture and Agri-Food Canada",1065.00
"055202","995","Vacant",536.00
"055202","SIF","Office of the Superintendent of Financial Institutions",989.00
"055202","GSS","Shared Services Canada",70.00
"055202","ICA","Canadian Food Inspection Agency",3584.00
"055251","IMC","Immigration, Refugees and Citizenship Canada",3732.00
"055251","INF","Infrastructure Canada",871.00
"055251","JUS","Department of Justice",278.00
"055251","FRD","Economic Development Agency of Canada for the Regions of Quebec",4324.00
"055251","CFC","Financial Transactions and Reports Analysis Centre of Canada",428.00
"055255","995","Vacant",3622.00
"055335","CAP","Parks Canada Agency",960.00
"055336","DUS","Innovation, Science and Economic Development Canada",338.00
"055341","CSD","Employment and Social Development Canada",333.00
"055376","DFO","Fisheries and Oceans Canada",3990.00
"055376","995","Vacant",147.00
"055376","GSS","Shared Services Canada",132.00
"055502","DND","National Defence",636.00
"055505","ACO","Atlantic Canada Opportunities Agency",136.00
"055505","MOT","Transport Canada",156.00
"055518","PCO","Privy Council Office",404.00
"055528","CAJ","Courts Administration Service",1029.00
"055559","PEN","Correctional Service of Canada",262.00
"055561","RSN","Natural Resources Canada",237.00
"055563","PCO","Privy Council Office",373.00
"055563","995","Vacant",98.00
"055581","CSD","Employment and Social Development Canada",577.00
"055584","PEN","Correctional Service of Canada",610.00
"055633","IMC","Immigration, Refugees and Citizenship Canada",529.00
"055633","BSF","Canada Border Services Agency",505.00
"055645","PCO","Privy Council Office",397.00
"055650","PSP","Public Safety Canada",455.00
"055650","995","Vacant",5.00
"055650","DOE","Environment and Climate Change Canada",762.00
"055660","ACO","Atlantic Canada Opportunities Agency",132.00
"055668","CSD","Employment and Social Development Canada",655.00
"055669","ICA","Canadian Food Inspection Agency",927.00
"055701","DFO","Fisheries and Oceans Canada",3374.00
"055704","DFO","Fisheries and Oceans Canada",384.00
"055710","DFO","Fisheries and Oceans Canada",682.00
"055710","DUS","Innovation, Science and Economic Development Canada",18.00
"055710","DVA","Veterans Affairs Canada",452.00
"055710","CSD","Employment and Social Development Canada",543.00
"055710","ACO","Atlantic Canada Opportunities Agency",116.00
"055710","BSF","Canada Border Services Agency",364.00
"055710","995","Vacant",1091.00
"055710","ICA","Canadian Food Inspection Agency",164.00
"055710","NRC","National Research Council Canada",34.00
"055710","PEN","Correctional Service of Canada",275.00
"055712","GSS","Shared Services Canada",278.00
"055712","995","Vacant",615.00
"055728","ACO","Atlantic Canada Opportunities Agency",152.00
"055740","995","Vacant",159.00
"055740","DOE","Environment and Climate Change Canada",1814.00
"055746","990","Third Party",300.00
"055746","GSS","Shared Services Canada",351.00
"055746","NAR","Canada Revenue Agency",16476.00
"055760","NAR","Canada Revenue Agency",2147.00
"055760","DVA","Veterans Affairs Canada",987.00
"055776","DFO","Fisheries and Oceans Canada",671.90
"055776","CSD","Employment and Social Development Canada",568.10
"055776","ACO","Atlantic Canada Opportunities Agency",21.90
"055776","ICA","Canadian Food Inspection Agency",163.00
"055776","PEN","Correctional Service of Canada",88.10
"055784","995","Vacant",155.00
"055784","DFO","Fisheries and Oceans Canada",768.00
"055786","DVA","Veterans Affairs Canada",936.00
"055786","DUS","Innovation, Science and Economic Development Canada",836.00
"055786","DOE","Environment and Climate Change Canada",305.00
"055786","995","Vacant",2994.00
"055786","990","Third Party",122.00
"055786","ACO","Atlantic Canada Opportunities Agency",1916.00
"055786","AHS","Public Health Agency of Canada",84.00
"055786","CAP","Parks Canada Agency",334.00
"055786","CES","Canada School of Public Service",212.00
"055786","CEO","Office of the Chief Electoral Officer",317.00
"055786","PSP","Public Safety Canada",518.00
"055786","SHC","Health Canada",364.00
"055786","ICA","Canadian Food Inspection Agency",74.00
"055786","MOT","Transport Canada",1725.00
"055786","GSS","Shared Services Canada",308.00
"055786","HER","Canadian Heritage",258.00
"055787","ACO","Atlantic Canada Opportunities Agency",1253.00
"055790","PEN","Correctional Service of Canada",146.00
"055792","CSD","Employment and Social Development Canada",209.00
"055808","RCM","Royal Canadian Mounted Police",866.00
"055811","RTC","Canadian Radio-television and Telecommunications Commission",142.00
"055814","ICA","Canadian Food Inspection Agency",303.00
"055814","CSD","Employment and Social Development Canada",201.00
"055839","DFO","Fisheries and Oceans Canada",725.00
"055849","DND","National Defence",142.60
"055857","IMC","Immigration, Refugees and Citizenship Canada",1556.00
"055867","TSB","Transportation Safety Board of Canada",550.00
"055892","DFO","Fisheries and Oceans Canada",368.00
"055906","RSN","Natural Resources Canada",1641.00
"055906","GSS","Shared Services Canada",23.00
"055927","DFO","Fisheries and Oceans Canada",635.00
"055933","CSD","Employment and Social Development Canada",270.00
"055935","995","Vacant",4619.00
"055936","CSD","Employment and Social Development Canada",195.00
"055938","DFO","Fisheries and Oceans Canada",341.00
"055938","ICA","Canadian Food Inspection Agency",185.00
"055984","ICA","Canadian Food Inspection Agency",199.00
"056610","NFB","National Film Board",326.00
"056610","CSD","Employment and Social Development Canada",193.00
"056625","CSD","Employment and Social Development Canada",382.00
"056637","CSD","Employment and Social Development Canada",4395.00
"057718","995","Vacant",10024.00
"057722","995","Vacant",385.00
"057722","SHC","Health Canada",5431.00
"058332","DND","National Defence",2140.00
"059125","DND","National Defence",573.00
"059125","CSD","Employment and Social Development Canada",887.00
"059144","IAN","Crown-Indigenous Relations and Northern Affairs Canada",128.00
"067254","GSS","Shared Services Canada",119.00
"067254","NAR","Canada Revenue Agency",1758.00
"067254","DOE","Environment and Climate Change Canada",6709.00
"067254","995","Vacant",9764.00
"067254","990","Third Party",98.00
"070750","PEN","Correctional Service of Canada",297.00
"070751","PEN","Correctional Service of Canada",234.00
"070751","LOB","Office of the Commissioner of Lobbying",815.00
"070751","NPB","National Parole Board",3706.00
"070751","ESO","Federal Economic Development Agency for Southern Ontario",794.00
"070751","DUS","Innovation, Science and Economic Development Canada",1839.00
"070751","CSN","Canadian Nuclear Safety Commission",3921.00
"070752","DND","National Defence",12207.00
"070752","GSS","Shared Services Canada",65.00
"070753","CSD","Employment and Social Development Canada",550.00
"070759","ICA","Canadian Food Inspection Agency",986.00
"071776","CSD","Employment and Social Development Canada",330.00
"071780","CSD","Employment and Social Development Canada",1281.00
"071780","IMC","Immigration, Refugees and Citizenship Canada",1793.00
"071780","GSS","Shared Services Canada",15.00
"071791","TSB","Transportation Safety Board of Canada",862.00
"071791","995","Vacant",40.00
"071805","CSD","Employment and Social Development Canada",530.00
"071817","995","Vacant",548.00
"071817","NPB","National Parole Board",1293.00
"071828","GSS","Shared Services Canada",67.00
"071828","NAR","Canada Revenue Agency",17790.00
"071828","995","Vacant",436.00
"071833","CAP","Parks Canada Agency",220.00
"071836","ICA","Canadian Food Inspection Agency",368.00
"071839","ICA","Canadian Food Inspection Agency",169.00
"071846","995","Vacant",162.00
"071846","CSD","Employment and Social Development Canada",675.00
"071867","DOE","Environment and Climate Change Canada",844.00
"071867","DFO","Fisheries and Oceans Canada",438.00
"071870","PEN","Correctional Service of Canada",48.00
"071873","CSD","Employment and Social Development Canada",185.00
"071874","DUS","Innovation, Science and Economic Development Canada",746.00
"071874","995","Vacant",206.00
"071874","GSS","Shared Services Canada",13.00
"071879","995","Vacant",609.00
"071879","CAJ","Courts Administration Service",5052.00
"071880","DUS","Innovation, Science and Economic Development Canada",376.00
"071883","DUS","Innovation, Science and Economic Development Canada",2762.00
"071883","CSD","Employment and Social Development Canada",4147.00
"071883","CLR","Canada Industrial Relations Board",839.00
"071883","COL","Office of the Commissioner of Official Languages",13.00
"071883","BAL","Library and Archives of Canada",383.00
"071883","BSF","Canada Border Services Agency",1955.00
"071883","AUD","Office of the Auditor General of Canada",540.00
"071883","CAP","Parks Canada Agency",1103.00
"071883","CES","Canada School of Public Service",770.00
"071883","995","Vacant",471.00
"071883","990","Third Party",741.00
"071883","EXT","Global Affairs Canada",524.00
"071883","HRC","Canadian Human Rights Commission",12.00
"071883","IMC","Immigration, Refugees and Citizenship Canada",4569.00
"071883","NAR","Canada Revenue Agency",1258.00
"071883","PCO","Privy Council Office",768.00
"071883","RTC","Canadian Radio-television and Telecommunications Commission",111.00
"071883","PSC","Public Service Commission",740.00
"071883","RCM","Royal Canadian Mounted Police",592.00
"071883","WCO","Western Economic Diversification Canada",1379.00
"071883","STC","Statistics Canada",1127.00
"071904","ICA","Canadian Food Inspection Agency",850.00
"071911","CSD","Employment and Social Development Canada",388.00
"071917","CSD","Employment and Social Development Canada",839.00
"071917","995","Vacant",275.00
"071917","BSF","Canada Border Services Agency",1580.00
"071917","IMC","Immigration, Refugees and Citizenship Canada",17464.00
"071917","GSS","Shared Services Canada",50.00
"071918","CSD","Employment and Social Development Canada",2913.00
"071919","DUS","Innovation, Science and Economic Development Canada",602.00
"071920","DUS","Innovation, Science and Economic Development Canada",557.00
"071925","DUS","Innovation, Science and Economic Development Canada",371.00
"071925","ICA","Canadian Food Inspection Agency",111.00
"071928","IPC","Office of the Information Commissioner of Canada",189.00
"071928","IAN","Crown-Indigenous Relations and Northern Affairs Canada",4646.00
"071928","RTC","Canadian Radio-television and Telecommunications Commission",83.00
"071928","RSN","Natural Resources Canada",396.00
"071928","NRC","National Research Council Canada",476.00
"071928","COL","Office of the Commissioner of Official Languages",137.00
"071928","CFC","Financial Transactions and Reports Analysis Centre of Canada",747.00
"071928","995","Vacant",939.00
"071933","995","Vacant",34.00
"071933","CSD","Employment and Social Development Canada",486.00
"071936","ICA","Canadian Food Inspection Agency",605.00
"071942","GSS","Shared Services Canada",64.00
"071942","ESO","Federal Economic Development Agency for Southern Ontario",1234.00
"071942","DUS","Innovation, Science and Economic Development Canada",3400.00
"071945","CSD","Employment and Social Development Canada",343.00
"071945","BSF","Canada Border Services Agency",799.00
"071947","CSD","Employment and Social Development Canada",168.00
"071953","CSD","Employment and Social Development Canada",413.00
"071955","ICA","Canadian Food Inspection Agency",28.00
"071965","NAR","Canada Revenue Agency",5309.00
"071965","GSS","Shared Services Canada",21.00
"073878","IAN","Crown-Indigenous Relations and Northern Affairs Canada",271.00
"073878","JUS","Department of Justice",1194.00
"073878","IMC","Immigration, Refugees and Citizenship Canada",2598.00
"073878","NPB","National Parole Board",31.00
"073878","SHC","Health Canada",324.00
"073878","STC","Statistics Canada",437.00
"073878","CSD","Employment and Social Development Canada",3542.00
"073878","DFO","Fisheries and Oceans Canada",24.00
"073878","995","Vacant",4804.00
"073878","990","Third Party",1265.00
"073897","995","Vacant",361.00
"073949","995","Vacant",122.00
"073949","DFO","Fisheries and Oceans Canada",413.00
"073961","CSD","Employment and Social Development Canada",356.00
"073984","CSD","Employment and Social Development Canada",3391.00
"073988","PSP","Public Safety Canada",138.00
"075033","CSD","Employment and Social Development Canada",1493.00
"075038","995","Vacant",801.00
"075038","MOT","Transport Canada",438.00
"075038","EXT","Global Affairs Canada",35807.00
"075043","FRD","Economic Development Agency of Canada for the Regions of Quebec",311.00
"075046","995","Vacant",908.00
"075046","BSF","Canada Border Services Agency",1645.00
"075126","CSD","Employment and Social Development Canada",438.00
"075127","CSD","Employment and Social Development Canada",295.00
"075139","CSD","Employment and Social Development Canada",305.00
"075150","CAP","Parks Canada Agency",678.00
"103031","ICA","Canadian Food Inspection Agency",56.00
"103056","IMC","Immigration, Refugees and Citizenship Canada",648.00
"103056","MOT","Transport Canada",200.00
"103056","GSS","Shared Services Canada",34.00
"103056","IAN","Crown-Indigenous Relations and Northern Affairs Canada",19.00
"103056","PEN","Correctional Service of Canada",223.00
"103056","DUS","Innovation, Science and Economic Development Canada",62.00
"103057","995","Vacant",49.00
"103057","IMC","Immigration, Refugees and Citizenship Canada",1368.00
"103331","995","Vacant",76.00
"103334","995","Vacant",92.00
"103334","990","Third Party",1278.00
"103334","DFO","Fisheries and Oceans Canada",947.00
"103334","IAN","Crown-Indigenous Relations and Northern Affairs Canada",138.00
"103334","RCM","Royal Canadian Mounted Police",60.00
"103524","DFO","Fisheries and Oceans Canada",214.00
"103524","990","Third Party",320.00
"103524","995","Vacant",83.00
"103524","CES","Canada School of Public Service",868.00
"103525","995","Vacant",3527.00
"103618","995","Vacant",6621.00
"103619","995","Vacant",1564.00
"103620","995","Vacant",5626.00
"103621","995","Vacant",2656.00
"103622","995","Vacant",6633.00
"103699","995","Vacant",19939.00
"103699","990","Third Party",423.00
"103699","RTC","Canadian Radio-television and Telecommunications Commission",335.00
"103699","HER","Canadian Heritage",38223.00
"103699","GSS","Shared Services Canada",220.00
"103699","IAN","Crown-Indigenous Relations and Northern Affairs Canada",17939.00
"103708","GSS","Shared Services Canada",508.00
"103708","FRD","Economic Development Agency of Canada for the Regions of Quebec",833.00
"103708","DUS","Innovation, Science and Economic Development Canada",2135.00
"103708","995","Vacant",4651.00
"103708","CSD","Employment and Social Development Canada",15861.00
"103718","CSD","Employment and Social Development Canada",76472.00
"103718","CPO","Canada Post",295.00
"103718","995","Vacant",4901.00
"103718","990","Third Party",1867.00
"103767","995","Vacant",22082.00
"103769","995","Vacant",3715.00
"103769","NAR","Canada Revenue Agency",24792.00
"103780","995","Vacant",303.00
"103781","995","Vacant",112.00
"103781","DND","National Defence",15452.00
"103781","GSS","Shared Services Canada",1108.00
"103782","SHC","Health Canada",20617.00
"103782","995","Vacant",258.00
"103782","990","Third Party",382.00
"103784","990","Third Party",1436.00
"103784","995","Vacant",993.00
"103784","SHC","Health Canada",16697.00
"103784","STC","Statistics Canada",14769.00
"103784","GSS","Shared Services Canada",5102.00
"103788","STC","Statistics Canada",40310.00
"103788","995","Vacant",380.00
"103789","995","Vacant",432.00
"103789","990","Third Party",487.00
"103789","STC","Statistics Canada",59770.00
"103789","GSS","Shared Services Canada",217.00
"103792","DUS","Innovation, Science and Economic Development Canada",4463.00
"103793","EXT","Global Affairs Canada",563.00
"103793","GSS","Shared Services Canada",751.00
"103793","IAN","Crown-Indigenous Relations and Northern Affairs Canada",1287.00
"103793","SHC","Health Canada",991.00
"103793","PEN","Correctional Service of Canada",508.00
"103793","995","Vacant",4868.00
"103793","DND","National Defence",425.00
"103793","DUS","Innovation, Science and Economic Development Canada",2363.00
"103794","995","Vacant",7204.00
"103795","995","Vacant",6481.00
"103799","995","Vacant",373.00
"103799","990","Third Party",442.00
"103799","SHC","Health Canada",22402.00
"103799","IAN","Crown-Indigenous Relations and Northern Affairs Canada",9538.00
"103804","GSS","Shared Services Canada",479.00
"103804","RSN","Natural Resources Canada",6613.00
"103804","990","Third Party",124.00
"103804","995","Vacant",499.00
"103813","995","Vacant",1144.00
"103813","HOC","House of Commons (Employees)",28490.00
"103814","995","Vacant",1346.00
"103815","995","Vacant",2002.00
"103815","990","Third Party",616.00
"103815","HOC","House of Commons (Employees)",352.00
"103815","PCO","Privy Council Office",275.00
"103817","HOC","House of Commons (Employees)",3474.00
"103820","PCO","Privy Council Office",4229.00
"103820","995","Vacant",649.00
"103821","995","Vacant",604.00
"103821","990","Third Party",251.00
"103821","PCO","Privy Council Office",788.00
"103823","PCO","Privy Council Office",9320.00
"103823","GSS","Shared Services Canada",734.00
"103823","990","Third Party",774.00
"103823","995","Vacant",231.00
"103824","995","Vacant",56.00
"103824","990","Third Party",598.00
"103826","995","Vacant",1335.00
"103827","995","Vacant",71.00
"103827","990","Third Party",50.00
"103827","PCO","Privy Council Office",126.00
"103828","PCO","Privy Council Office",36.00
"103828","990","Third Party",278.00
"103828","995","Vacant",177.00
"103852","995","Vacant",535.00
"103853","995","Vacant",903.00
"103853","IAN","Crown-Indigenous Relations and Northern Affairs Canada",699.00
"103854","995","Vacant",3687.00
"103855","990","Third Party",792.00
"103855","995","Vacant",15.00
"103855","HOC","House of Commons (Employees)",12522.00
"103855","SEN","Senate (Employees)",62.00
"103857","995","Vacant",1228.00
"103858","995","Vacant",360.00
"103858","990","Third Party",468.00
"103858","HER","Canadian Heritage",270.00
"103859","IAN","Crown-Indigenous Relations and Northern Affairs Canada",1238.00
"103860","LIB","Library of Parliament",2105.00
"103861","995","Vacant",385.00
"103862","990","Third Party",842.00
"103868","995","Vacant",23665.00
"103876","995","Vacant",317.00
"103876","CEO","Office of the Chief Electoral Officer",12300.00
"103876","RCM","Royal Canadian Mounted Police",5586.00
"103917","GSS","Shared Services Canada",55.00
"103917","995","Vacant",372.00
"104028","995","Vacant",171.00
"104029","RCM","Royal Canadian Mounted Police",12501.00
"104030","RCM","Royal Canadian Mounted Police",29.00
"104031","GSS","Shared Services Canada",4742.00
"104031","995","Vacant",8765.00
"104031","990","Third Party",54.00
"104082","990","Third Party",1133.00
"104082","995","Vacant",373.00
"104082","AGR","Agriculture and Agri-Food Canada",6501.00
"104082","GSS","Shared Services Canada",8245.00
"104082","ICA","Canadian Food Inspection Agency",2597.00
"104083","ICA","Canadian Food Inspection Agency",194.00
"104083","AGR","Agriculture and Agri-Food Canada",8574.00
"104084","AGR","Agriculture and Agri-Food Canada",2320.00
"104084","995","Vacant",744.00
"104084","990","Third Party",531.00
"104084","ICA","Canadian Food Inspection Agency",439.00
"104086","GSS","Shared Services Canada",56.00
"104086","AGR","Agriculture and Agri-Food Canada",16170.00
"104106","DFO","Fisheries and Oceans Canada",921.00
"104106","ICA","Canadian Food Inspection Agency",487.00
"104334","DFO","Fisheries and Oceans Canada",150.00
"104345","NAR","Canada Revenue Agency",10441.00
"104348","PSP","Public Safety Canada",95.00
"104348","SIF","Office of the Superintendent of Financial Institutions",1064.00
"104348","CSW","Department for Women and Gender Equality",119.00
"104348","DOE","Environment and Climate Change Canada",855.00
"104348","990","Third Party",18.00
"104348","995","Vacant",5564.00
"104349","995","Vacant",740.00
"104349","990","Third Party",2712.00
"104349","SHC","Health Canada",1783.00
"104349","GSS","Shared Services Canada",22.00
"104350","NAR","Canada Revenue Agency",246.00
"104350","990","Third Party",2532.00
"104350","995","Vacant",2380.00
"104350","CSD","Employment and Social Development Canada",1766.00
"104407","CSD","Employment and Social Development Canada",13100.00
"104407","990","Third Party",563.00
"104407","BSF","Canada Border Services Agency",531.00
"104407","NAR","Canada Revenue Agency",2348.00
"104407","IMC","Immigration, Refugees and Citizenship Canada",66.00
"104407","NPB","National Parole Board",1958.00
"104476","995","Vacant",163.00
"104480","995","Vacant",358.00
"104812","995","Vacant",114.00
"104812","DOE","Environment and Climate Change Canada",4001.00
"104908","995","Vacant",81.00
"104908","BSF","Canada Border Services Agency",23669.00
"104910","BSF","Canada Border Services Agency",20609.00
"104910","995","Vacant",174.00
"105021","995","Vacant",315.00
"105021","RCM","Royal Canadian Mounted Police",10173.00
"105021","GSS","Shared Services Canada",30.00
"105024","GSS","Shared Services Canada",92.00
"105024","DFO","Fisheries and Oceans Canada",16962.00
"105052","995","Vacant",2176.00
"105097","DFO","Fisheries and Oceans Canada",107.00
"105097","DOE","Environment and Climate Change Canada",80.00
"130401","DND","National Defence",1645.00
"130401","990","Third Party",3111.00
"130401","995","Vacant",2042.00
"130401","FRD","Economic Development Agency of Canada for the Regions of Quebec",581.00
"130401","PCO","Privy Council Office",589.00
"142423","ICA","Canadian Food Inspection Agency",399.00
"142428","PEN","Correctional Service of Canada",214.00
"144195","CSD","Employment and Social Development Canada",942.00
"144249","PEN","Correctional Service of Canada",444.00
"144249","ICA","Canadian Food Inspection Agency",492.00
"144253","CSD","Employment and Social Development Canada",1010.00
"145152","995","Vacant",4071.00
"145152","990","Third Party",130.00
"145152","PCO","Privy Council Office",1034.00
"145458","DFO","Fisheries and Oceans Canada",345.00
"145678","990","Third Party",1606.00
"145679","SVC","Public Services and Procurement Canada",1300.00
"145680","SVC","Public Services and Procurement Canada",4645.00
"145680","990","Third Party",1609.00
"146075","CSD","Employment and Social Development Canada",483.00
"146304","CSD","Employment and Social Development Canada",1955.00
"146345","DFO","Fisheries and Oceans Canada",400.00
"150659","PSP","Public Safety Canada",135.00
"150837","CSD","Employment and Social Development Canada",1834.00
"151473","CSD","Employment and Social Development Canada",343.00
"151478","FRD","Economic Development Agency of Canada for the Regions of Quebec",303.00
"151535","GSS","Shared Services Canada",1409.00
"151535","RCM","Royal Canadian Mounted Police",824.00
"151535","990","Third Party",505.00
"151542","RCM","Royal Canadian Mounted Police",6467.00
"151542","GSS","Shared Services Canada",16.00
"151543","RCM","Royal Canadian Mounted Police",32.00
"151742","CSD","Employment and Social Development Canada",439.00
"151743","CSD","Employment and Social Development Canada",310.00
"151745","PEN","Correctional Service of Canada",168.00
"151784","CSD","Employment and Social Development Canada",370.00
"151844","BSF","Canada Border Services Agency",9586.00
"151864","DIS","Indigenous Services Canada",2179.00
"151865","ENR","National Energy Board",12850.00
"151932","CSD","Employment and Social Development Canada",1002.00
"151965","ICA","Canadian Food Inspection Agency",160.00
"152180","CSD","Employment and Social Development Canada",278.00
"152181","CSD","Employment and Social Development Canada",5561.00
"152181","GSS","Shared Services Canada",761.00
"152185","CSD","Employment and Social Development Canada",695.00
"152187","PEN","Correctional Service of Canada",5249.00
"152188","CSD","Employment and Social Development Canada",534.00
"152189","PEN","Correctional Service of Canada",596.00
"152198","CSD","Employment and Social Development Canada",1154.00
"152254","CSD","Employment and Social Development Canada",693.00
"152254","995","Vacant",20.00
"152254","ICA","Canadian Food Inspection Agency",232.00
"152375","RCM","Royal Canadian Mounted Police",2419.00
"152472","IMC","Immigration, Refugees and Citizenship Canada",734.00
"152473","NAR","Canada Revenue Agency",12202.00
"152474","DVA","Veterans Affairs Canada",479.00
"152498","SEN","Senate (Employees)",7257.00
"152501","995","Vacant",397.00
"152506","995","Vacant",285.00
"152507","995","Vacant",180.00
"152866","CSD","Employment and Social Development Canada",661.00
"152916","CSD","Employment and Social Development Canada",413.00
"152928","GSS","Shared Services Canada",5167.00
"152947","DFO","Fisheries and Oceans Canada",76.00
"153007","CSD","Employment and Social Development Canada",359.00
"153007","995","Vacant",25.00
"153007","BSF","Canada Border Services Agency",73.00
"153010","JUS","Department of Justice",332.00
"153020","CSD","Employment and Social Development Canada",1351.00
"153256","DVA","Veterans Affairs Canada",2790.00
"153366","SHC","Health Canada",289.00
"153366","AHS","Public Health Agency of Canada",1357.00
"153366","995","Vacant",7.00
"153367","995","Vacant",1362.00
"153368","CSD","Employment and Social Development Canada",256.00
"153548","CSD","Employment and Social Development Canada",929.00
"153551","ICA","Canadian Food Inspection Agency",456.00
"153556","NFB","National Film Board",1564.00
"153558","NFB","National Film Board",10110.00
"153559","DVA","Veterans Affairs Canada",505.00
"153559","CSD","Employment and Social Development Canada",470.00
"153559","DND","National Defence",594.00
"153564","BSF","Canada Border Services Agency",3773.00
"153565","DIS","Indigenous Services Canada",154.00
"153576","DND","National Defence",690.00
"153577","CSD","Employment and Social Development Canada",260.00
"153632","CSD","Employment and Social Development Canada",325.00
"153739","ICA","Canadian Food Inspection Agency",223.00
"153754","IAN","Crown-Indigenous Relations and Northern Affairs Canada",69.00
"153760","IMC","Immigration, Refugees and Citizenship Canada",3644.00
"153807","CSD","Employment and Social Development Canada",714.00
"153808","CSD","Employment and Social Development Canada",1169.00
"153812","CSE","Communications Security Establishment",18635.00
"153812","RCM","Royal Canadian Mounted Police",1686.00
"153848","CSD","Employment and Social Development Canada",418.00
"153849","CSD","Employment and Social Development Canada",1476.00
"153908","GSS","Shared Services Canada",5100.00
"153910","NAR","Canada Revenue Agency",657.00
"153988","PEN","Correctional Service of Canada",385.00
"154000","CSD","Employment and Social Development Canada",418.00
"154001","CSD","Employment and Social Development Canada",313.00
"154002","NAR","Canada Revenue Agency",889.00
"154057","ATN","Canadian Transportation Agency",5746.00
"154059","995","Vacant",389.00
"154059","CSD","Employment and Social Development Canada",6158.00
"154059","SHC","Health Canada",7655.00
"154079","SHC","Health Canada",224.00
"154126","TBD","Treasury Board of Canada Secretariat",1000.00
"154134","CSD","Employment and Social Development Canada",205.00
"154251","CSD","Employment and Social Development Canada",251.00
"154313","CSD","Employment and Social Development Canada",1050.00
"154314","CSD","Employment and Social Development Canada",519.00
"154315","CSD","Employment and Social Development Canada",301.00
"154316","RCM","Royal Canadian Mounted Police",481.00
"154583","EXT","Global Affairs Canada",114.00
"154584","EXT","Global Affairs Canada",250.00
"154631","DFO","Fisheries and Oceans Canada",242.00
"154669","995","Vacant",16686.00
"154670","995","Vacant",201.00
"154670","CSD","Employment and Social Development Canada",3708.00
"154756","DND","National Defence",970.00
"154781","CSD","Employment and Social Development Canada",241.00
"154812","NAR","Canada Revenue Agency",6759.00
"154872","NAR","Canada Revenue Agency",677.00
"154992","CSD","Employment and Social Development Canada",1004.00
"155031","DFO","Fisheries and Oceans Canada",826.00
"155244","ICA","Canadian Food Inspection Agency",318.00
"155245","JUS","Department of Justice",48.00
"155342","DOE","Environment and Climate Change Canada",2435.00
"155367","IRB","Immigration and Refugee Board",345.00
"155434","995","Vacant",1207.00
"155435","995","Vacant",2893.00
