Directory of Federal Real Property
Real Property and Materiel Policy Division
Treasury Board of Canada Secretariat
Government of Canada

Security Level: Not Protected
Date: January 1st, 2023
Sort order:
Character set: ISO 8859 Latin 1
Field Delimiter: Comma
Text Qualifier: Double quote
Field Names: Included in line 16
Data: Begins on line 17
Help: DFRP-ADMIN-RBIF@tbs-sct.gc.ca

"Property Number (TEXT data)","Parcel Number (TEXT data)","Property Name","Custodian Code (TEXT data)","Custodian Name","Primary Use Group Code (TEXT data)","Primary Use Group","Interest Type Code (TEXT data)","Interest Type","Restriction on Interest Code (TEXT data)","Restriction on Interest","Street Address","Place Name","SGC Code (TEXT data)","Municipality","Province or Territory Code (TEXT data)","Province or Territory","Federal Electoral District Code (TEXT data)","Federal Electoral District","Country Code (TEXT data)","Country","City Code (TEXT data)","City","Land Area","Building Count","Floor Area","Exterior Parking","Interior Parking","Interior Parking Included in Floor Area","Latitude","Longitude","Positional Accuracy","Security Code (TEXT data)","Security Designation","Census Classification","Record Created On","Record Last Modified On"
"26579","00","NRC-IRAP Cambridge","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","96 Grand Ave. S., Cambridge, ON, N1S 2L9","","3530010","Cambridge","35","Ontario","016","Cambridge","CA","Canada","","","0.0000",1,"18.00",0,0,"Yes","43.353552","-80.318137",100,"0","Not Protected","Urban","2019-12-10 5:00:00 AM","2019-12-11 12:00:00 PM"
"26580","00","NRC-IRAP Guelph","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","Suite 112 Fountain St, 111 Farquhar Street, Guelph, ON N1H 3N4","","3523008","Guelph","35","Ontario","032","Guelph","CA","Canada","","","0.0000",1,"51.00",0,0,"Yes","43.545103","-80.245208",100,"0","Not Protected","Urban","2019-12-10 5:00:00 AM","2019-12-11 12:00:00 PM"
"26588","00","Office","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","Lot 6, Block 14 RRS Plan No.2001R","","4718090","Division No. 18, Unorganized","47","Saskatchewan","003","Desnethé--Missinippi--Churchill River","CA","Canada","","","0.0000",1,"134.00",0,0,"Yes","54.911800","-103.378700",30,"0","Not Protected","Isolated","2019-12-17 5:00:01 AM","2021-07-19 12:00:00 PM"
"26595","00","Saint-Charles Place","295","The Jacques-Cartier and Champlain Bridges Inc.","45 ","Office","24","Lease or Licence","00","No Restriction","600-1111 Saint-Charles Ouest street, Longueuil","","2458227","Longueuil","24","Quebec","041","Longueuil--Charles-LeMoyne","CA","Canada","","","0.0000",1,"557.00",0,0,"Yes","45.526232","-73.520058",50,"0","Not Protected","Urban","2019-12-18 5:00:00 AM","2021-12-08 5:00:00 AM"
"26610","00","NRC-IRAP Montréal","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","507 Place d'Armes, bureau 950, Montréal, QC H2Y 2W8","","2466023","Montréal","24","Quebec","077","Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","CA","Canada","","","0.0000",1,"31.00",0,0,"Yes","45.505113","-73.556952",100,"0","Not Protected","Urban","2019-12-11 12:00:00 PM","2019-12-12 5:00:00 AM"
"26623","00","NRC-IRAP Shawinigan","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1250 Avenue de la Station, Shawinigan, QC G9N 8K9","","2436033","Shawinigan","24","Quebec","070","Saint-Maurice--Champlain","CA","Canada","","","0.0000",1,"15.00",0,0,"Yes","46.545396","-72.749982",100,"0","Not Protected","Rural","2019-12-11 12:00:00 PM","2019-12-12 5:00:00 AM"
"26654","00","NRC-IRAP Victoria","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","506 Burnside Road West, Victoria, BC V8Z 1M5","","5917021","Saanich","59","British Columbia","026","Esquimalt--Saanich--Sooke","CA","Canada","","","0.0000",1,"26.00",0,0,"Yes","48.459427","-123.396020",100,"0","Not Protected","Urban","2019-12-12 12:00:01 PM","2019-12-13 12:00:00 PM"
"26692","00","Lease","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","4725 Cousens Street","","2466023","Montréal","24","Quebec","068","Saint-Laurent","CA","Canada","","","0.0000",1,"1564.00",16,0,"No","45.500406","-73.740998",100,"0","Not Protected","Urban","2019-12-20 12:00:00 PM","2020-12-17 5:00:01 AM"
"26699","00","117 Commercial Place Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","117 Commercial Place","","4622026","Thompson","46","Manitoba","003","Churchill--Keewatinook Aski","CA","Canada","","","0.0000",1,"154.00",3,0,"No","55.745637","-97.843351",25,"0","Not Protected","Urban","2019-12-23 12:00:00 PM","2020-01-14 5:00:00 AM"
"26752","00","20 Thomlison Avenue Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","20 Thomlison Avenue","","4808011","Red Deer","48","Alberta","030","Red Deer--Lacombe","CA","Canada","","","0.0000",1,"456.00",18,0,"No","52.275805","-113.749780",25,"0","Not Protected","Urban","2019-12-20 5:00:00 AM","2019-12-24 5:00:00 AM"
"26776","00","Lease","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","300 Lasalle Boulevard","","2496020","Baie-Comeau","24","Quebec","046","Manicouagan","CA","Canada","","","0.0000",1,"457.00",3,0,"No","49.213050","-68.188390",100,"0","Not Protected","Rural","2019-12-24 5:00:00 AM","2020-12-17 5:00:01 AM"
"26777","00","210 Champlain Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","210 Champlain Street","","2481017","Gatineau","24","Quebec","030","Hull--Aylmer","CA","Canada","","","0.0000",1,"929.00",0,0,"No","45.431845","-75.711443",100,"0","Not Protected","Urban","2019-12-24 5:00:00 AM","2021-07-14 5:00:00 AM"
"26778","00","Lease","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1501 de Bleury St","","2466023","Montréal","24","Quebec","039","Laurier--Sainte-Marie","CA","Canada","","","0.0000",1,"10110.00",0,0,"No","45.507065","-73.568341",100,"0","Not Protected","Urban","2019-12-24 5:00:00 AM","2019-12-24 12:00:00 PM"
"26779","00","Lease","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1235 Douglas St","","2456083","Saint-Jean-sur-Richelieu","24","Quebec","067","Saint-Jean","CA","Canada","","","0.0000",1,"1569.00",4,0,"No","45.340091","-73.284199",100,"0","Not Protected","Urban","2019-12-24 12:00:00 PM","2020-12-17 5:00:01 AM"
"26780","00","Susie Lake Crescent Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","263 Susie Lake Crescent","","1209034","Halifax","12","Nova Scotia","006","Halifax West","CA","Canada","","","0.0000",1,"3773.00",26,0,"No","44.645435","-63.678227",50,"0","Not Protected","Rural","2019-12-24 12:00:00 PM","2021-06-30 12:00:00 PM"
"26799","00","","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","301-1300 Guillaume-Couture Blvd","","2425213","Lévis","24","Quebec","010","Bellechasse--Les Etchemins--Lévis","CA","Canada","","","0.0001",1,"334.00",0,0,"No","46.735464","-71.260558",55,"0","Not Protected","Rural","2019-12-31 12:00:00 PM","2020-01-09 5:00:00 AM"
"26800","00","","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","401 - 419 King Street","","3518013","Oshawa","35","Ontario","074","Oshawa","CA","Canada","","","0.0001",1,"283.00",0,0,"No","43.889441","-78.878954",25,"0","Not Protected","Urban","2019-12-31 12:00:00 PM","2020-01-01 5:00:00 AM"
"26801","00","","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","201-10019, 103rd Avenue","","5955034","Fort St. John","59","British Columbia","024","Prince George--Peace River--Northern Rockies","CA","Canada","","","0.0001",1,"130.00",0,0,"Yes","56.245180","-120.848890",25,"0","Not Protected","Urban","2019-12-31 12:00:00 PM","2020-01-01 5:00:00 AM"
"26802","00","1412 Princess Street Kingston","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1412 Princess Street","","3510010","Kingston","35","Ontario","044","Kingston and the Islands","CA","Canada","","","0.0000",1,"690.00",2,0,"No","44.249738","-76.531041",20,"0","Not Protected","Rural","2020-01-09 12:00:00 PM","2020-01-10 5:00:01 AM"
"26803","00","","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","475-2nd Avenue South, Suite 300 ","","4711066","Saskatoon","47","Saskatchewan","012","Saskatoon West","CA","Canada","","","0.0001",1,"604.00",0,0,"Yes","52.123810","-106.666720",25,"0","Not Protected","Urban","2019-12-31 12:00:00 PM","2020-01-01 5:00:00 AM"
"26805","00","Consilium Place","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","100 Consilium Street, Suite 308","Consilium Place","3520005","Toronto","35","Ontario","095","Scarborough--Guildwood","CA","Canada","","","0.0001",1,"445.00",0,0,"No","43.777200","-79.251224",25,"0","Not Protected","Urban","2020-01-03 12:00:00 PM","2021-12-20 12:00:00 PM"
"26808","00","1195 Wallace Avenue North - SITE","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","200 - 1195 Wallace Avenue North","","3531040","North Perth","35","Ontario","083","Perth--Wellington","CA","Canada","","","0.0000",1,"260.00",0,0,"No","43.745806","-80.943377",20,"0","Not Protected","Rural","2020-01-13 12:00:00 PM","2020-01-14 5:00:00 AM"
"26809","00","Community Office","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","1 Atco Rd","","4817097","Rainbow Lake","48","Alberta","024","Grande Prairie--Mackenzie","CA","Canada","","","0.0000",1,"158.00",0,0,"Yes","58.502700","-119.396800",30,"0","Not Protected","Rural","2020-01-17 5:00:00 AM","2021-07-19 12:00:00 PM"
"26842","00","building","060","Global Affairs Canada","45 ","Office","24","Lease or Licence","00","No Restriction","Protected","Protected","","","","","","","BR","Brazil","004","Belo Horizonte","0.0000",1,"32.00",0,0,"Yes","Protected","Protected",,"2","Specific Location Protected","","2020-01-29 12:00:00 PM","2020-01-30 5:00:00 AM"
"26861","00","Lease","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","63 Champlain Street","","2470052","Salaberry-de-Valleyfield","24","Quebec","071","Salaberry--Suroît","CA","Canada","","","0.0000",1,"325.00",15,0,"No","45.255277","-74.128039",25,"0","Not Protected","Rural","2020-02-12 5:00:00 AM","2020-02-12 12:00:00 PM"
"26892","00","125 Cross Ave, Oakville - SITE","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","125 Cross Avenue","","3524001","Oakville","35","Ontario","072","Oakville","CA","Canada","","","0.0000",1,"714.00",0,0,"No","43.455715","-79.687069",10,"0","Not Protected","Urban","2020-07-22 5:00:00 AM","2020-07-22 12:00:00 PM"
"26928","00","","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","747, boul. Pierre Roux Est, bureau 218","Victoriaville","2439062","Victoriaville","24","Quebec","061","Richmond--Arthabaska","CA","Canada","","","0.0001",1,"19.00",0,0,"No","46.079296","-71.955240",100,"0","Not Protected","Urban","2020-12-31 12:00:00 PM","2021-12-20 12:00:00 PM"
"26957","00","Admin Office 200 Quebec QC","400","Canada Post","45 ","Office","24","Lease or Licence","00","No Restriction","6700 Boul Pierre-Bertrand","","2423027","Québec","24","Quebec","045","Louis-Saint-Laurent","CA","Canada","","","0.2067",1,"2068.00",100,0,"Yes","46.842132","-71.287844",100,"0","Not Protected","Urban","2020-05-21 5:00:01 AM","2020-05-21 12:00:01 PM"
"26989","00","265 Perry Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","265 Perry Street ","","4603050","Winkler","46","Manitoba","007","Portage--Lisgar","CA","Canada","","","0.0000",1,"223.00",8,0,"No","49.187472","-97.930137",25,"0","Not Protected","Urban","2020-06-02 5:00:00 AM","2022-09-20 5:00:00 AM"
"26999","00","20-3 Tulimaaq Ave Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","20-3 Tulimaaq Avenue","","6205017","Rankin Inlet","62","Nunavut","001","Nunavut","CA","Canada","","","0.0000",1,"69.00",1,0,"No","62.812357","-92.083019",20,"0","Not Protected","Rural","2020-07-09 5:00:00 AM","2020-11-17 5:00:00 AM"
"27006","00","The Allan Building","368","Old Port of Montreal Corporation Inc. (Canada Lands Company)","45 ","Office","10","Crown Owned","00","No Restriction","333, de la Commune Street West","","2466023","Montréal","24","Quebec","077","Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","CA","Canada","","","0.1029",1,"2400.00",7,0,"No","45.499787","-73.553617",5,"0","Not Protected","Urban","2020-07-07 12:00:00 PM","2021-11-26 12:00:00 PM"
"27048","00","1565 Upper James Street - Hamilton, ON - Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1565 Upper James Steet","Delta Drive Centre","3525005","Hamilton","35","Ontario","037","Hamilton Mountain","CA","Canada","","","0.0000",1,"1169.00",0,0,"No","43.203873","-79.891528",20,"0","Not Protected","Urban","2020-07-22 12:00:00 PM","2021-06-02 5:00:01 AM"
"27050","00","1625 Vanier Parkway Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1625 Vanier Parkway","","3506008","Ottawa","35","Ontario","078","Ottawa--Vanier","CA","Canada","","","0.0000",1,"26645.00",21,41,"No","45.432410","-75.663753",10,"0","Not Protected","Rural","2020-07-30 12:00:00 PM","2021-07-24 5:00:00 AM"
"27051","00","141 Colonnade Road Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","141 Colonnade Road","","3506008","Ottawa","35","Ontario","079","Ottawa West--Nepean","CA","Canada","","","0.0000",1,"3644.00",0,0,"No","45.344000","-75.703085",10,"0","Not Protected","Rural","2020-07-30 12:00:00 PM","2020-11-17 5:00:00 AM"
"27052","00","100 Murray Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","100 Murray Street","","3506008","Ottawa","35","Ontario","078","Ottawa--Vanier","CA","Canada","","","0.0000",1,"1013.00",0,0,"No","45.429670","-75.693115",10,"0","Not Protected","Rural","2020-07-31 5:00:01 AM","2020-11-17 5:00:00 AM"
"27096","00","299 Hespeler Rd - Cambridge, ON - Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","299 Hespeler Rd","","3530010","Cambridge","35","Ontario","016","Cambridge","CA","Canada","","","0.0000",1,"418.00",0,0,"No","43.389978","-80.322202",10,"0","Not Protected","Urban","2020-09-29 12:00:00 PM","2020-09-30 5:00:01 AM"
"27097","00","700 Queenston Road - Hamilton, ON - Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","700 Queenston Road","","3525005","Hamilton","35","Ontario","036","Hamilton East--Stoney Creek","CA","Canada","","","0.0000",1,"1476.00",0,0,"No","43.228587","-79.773892",20,"0","Not Protected","Urban","2020-09-29 12:00:00 PM","2020-09-30 5:00:01 AM"
"27106","00","Fortress of Louisbourg NHS - Lot 1-17 Plan 114276042 ","110","Parks Canada Agency","45 ","Office","10","Crown Owned","00","No Restriction","7495 Main Street","Louisbourg","1217030","Cape Breton","12","Nova Scotia","001","Cape Breton--Canso","CA","Canada","","","0.2865",1,"701.00",0,0,"Yes","45.921259","-59.969457",10,"0","Not Protected","Rural","2020-10-07 5:00:00 AM","2022-11-30 5:00:00 AM"
"27147","00","NRC-IRAP Montréal","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","912-932 Notre-Dame Ouest, suite #400-05, Montréal, QC, H3C 1J9","","2466023","Montréal","24","Quebec","077","Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","CA","Canada","","","0.0000",1,"66.00",0,0,"Yes","45.497420","-73.561630",100,"0","Not Protected","Urban","2020-10-06 12:00:00 PM","2022-10-27 5:00:00 AM"
"27150","00","NRC-IRAP Toronto","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","325 Front Street West, Toronto, ON, M5V 2Y1","","3520005","Toronto","35","Ontario","101","Spadina--Fort York","CA","Canada","","","0.0000",1,"105.00",0,0,"Yes","43.643860","-79.389290",100,"0","Not Protected","Urban","2020-10-07 5:00:00 AM","2020-10-07 12:00:00 PM"
"27151","00","NRC-IRAP Waterloo","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","295 Hagey Boulevard, Waterloo, ON, N2L 6R5","","3530016","Waterloo","35","Ontario","112","Waterloo","CA","Canada","","","0.0000",1,"21.00",0,0,"Yes","43.477370","-80.549120",100,"0","Not Protected","Urban","2020-10-07 5:00:00 AM","2020-10-07 12:00:00 PM"
"27152","00","NRC-IRAP Nelson","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","91 Baker Street, Nelson, BC, V1L 4G8","","5903015","Nelson","59","British Columbia","015","Kootenay--Columbia","CA","Canada","","","0.0000",1,"46.00",0,0,"Yes","49.491470","-117.295350",100,"0","Not Protected","Urban","2020-10-07 5:00:00 AM","2020-10-07 12:00:00 PM"
"27160","00","Community Office","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","77 French Village Rd","","1310019","Kingsclear 6","13","New Brunswick","008","New Brunswick Southwest","CA","Canada","","","0.0000",1,"18.00",0,0,"Yes","45.945002","-66.850363",100,"0","Not Protected","Rural","2020-10-14 12:00:00 PM","2021-07-19 12:00:00 PM"
"27164","00","Community Office","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","10765 NS-105","","1218003","Wagmatcook 1","12","Nova Scotia","010","Sydney--Victoria","CA","Canada","","","0.0000",1,"89.00",0,0,"Yes","46.072210","-60.913630",100,"0","Not Protected","Rural","2020-10-20 5:00:00 AM","2021-07-19 12:00:00 PM"
"27166","00","NRC-Ottawa AVTF","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1740 Woodroffe Avenue, Building 400, Ottawa, ON K2G 2R8","Autonomous Vehicule Testing Facility (AVTF)","3506008","Ottawa","35","Ontario","064","Nepean","CA","Canada","","","0.0000",1,"74.00",0,0,"Yes","45.326440","-75.747990",100,"0","Not Protected","Rural","2020-12-12 5:00:01 AM","2021-12-06 12:00:00 PM"
"27167","00","First Red Deer Place Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","4911 51 Street","","4808011","Red Deer","48","Alberta","030","Red Deer--Lacombe","CA","Canada","","","0.0000",1,"657.00",0,0,"Yes","52.269739","-113.812061",25,"0","Not Protected","Urban","2020-12-12 5:00:01 AM","2020-12-12 12:00:00 PM"
"27170","00","Walker Power Building ","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","325 Devonshire Rd, 3rd Floor, Suite 330","Windsor","3537039","Windsor","35","Ontario","116","Windsor--Tecumseh","CA","Canada","","","0.0010",1,"269.00",0,0,"No","42.325178","-83.013680",100,"0","Not Protected","Urban","2020-12-31 12:00:00 PM","2021-12-20 12:00:00 PM"
"27172","00","EDC Laval","520","Export Development Canada","45 ","Office","24","Lease or Licence","00","No Restriction","2550  Daniel-Johnson Boulevard","","2465005","Laval","24","Quebec","078","Vimy","CA","Canada","","","0.0000",1,"696.00",0,1,"Yes","45.547854","-73.729531",100,"0","Not Protected","Urban","2020-11-06 12:00:00 PM","2020-11-14 5:00:00 AM"
"27173","00","The Edison","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1310-150, 9th Avenue SW","","4806016","Calgary","48","Alberta","004","Calgary Centre","CA","Canada","","","0.0001",1,"1177.00",0,0,"No","51.044939","-114.064708",100,"0","Not Protected","Urban","2020-11-28 5:00:00 AM","2022-11-28 12:00:00 PM"
"27197","00","SWIFT Centre","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","7136-11th Street NE, Suite 315","","4806016","Calgary","48","Alberta","012","Calgary Signal Hill","CA","Canada","","","0.0010",1,"468.00",0,0,"No","51.054496","-114.190092",100,"0","Not Protected","Urban","2020-11-28 5:00:00 AM","2021-01-22 12:00:00 PM"
"27199","00","","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","222 McIntyre Street W, Suite 312","","3548044","North Bay","35","Ontario","070","Nipissing--Timiskaming","CA","Canada","","","0.0010",1,"17.00",0,0,"No","46.313017","-79.464388",100,"0","Not Protected","Rural","2020-12-02 12:00:00 PM","2021-01-19 5:00:00 AM"
"27200","00","FCC Sarnia","530","Farm Credit Canada","45 ","Office","24","Lease or Licence","00","No Restriction","111 Business Park Drive","Sarnia","3538030","Sarnia","35","Ontario","091","Sarnia--Lambton","CA","Canada","","","0.0000",1,"470.00",0,0,"Yes","42.984653","-82.305596",100,"0","Not Protected","Rural","2020-12-02 12:00:00 PM","2021-04-10 5:00:00 AM"
"27201","00","FCC Trois-Rivières","530","Farm Credit Canada","45 ","Office","24","Lease or Licence","00","No Restriction","6100 Christophe-Pélissier Street","Trois-Rivières","2437067","Trois-Rivières","24","Quebec","076","Trois-Rivières","CA","Canada","","","0.0000",1,"358.00",0,0,"Yes","46.326465","-72.595766",100,"0","Not Protected","Rural","2020-12-02 12:00:00 PM","2021-04-10 5:00:00 AM"
"27202","00","","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","215 Water St, Suite 602","","1001519","St. John's","10","Newfoundland and Labrador","006","St. John's East","CA","Canada","","","0.0010",1,"655.00",0,0,"No","47.560024","-52.711398",100,"0","Not Protected","Rural","2020-12-02 12:00:00 PM","2021-01-19 5:00:00 AM"
"27203","00","CIBC Square","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","3700-81 Bay Street","","3520005","Toronto","35","Ontario","101","Spadina--Fort York","CA","Canada","","","0.0010",1,"3025.00",0,0,"Yes","43.644003","-79.377541",100,"0","Not Protected","Urban","2020-12-02 12:00:00 PM","2022-11-28 12:00:00 PM"
"27204","00","Complexe de Lery ","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1500, Royale Street, Unit 460 ","","2437067","Trois-Rivières","24","Quebec","076","Trois-Rivières","CA","Canada","","","0.0010",1,"225.00",0,0,"No","46.342201","-72.544610",100,"0","Not Protected","Rural","2020-12-03 5:00:00 AM","2020-12-03 12:00:00 PM"
"27213","00","building","060","Global Affairs Canada","45 ","Office","24","Lease or Licence","00","No Restriction","Protected","Protected","","","","","","","JP","Japan","004","Fukuoka","0.0000",1,"25.00",0,0,"Yes","Protected","Protected",,"2","Specific Location Protected","","2020-12-05 5:00:00 AM","2022-11-23 5:00:01 AM"
"27224","00","NRC-IRAP Bracebridge","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","16 Dominion Street, Bracebridge, ON P1L 2A5","","3544018","Bracebridge","35","Ontario","082","Parry Sound--Muskoka","CA","Canada","","","0.0000",1,"13.00",0,0,"Yes","45.040500","-79.311380",100,"0","Not Protected","Rural","2020-12-12 5:00:01 AM","2022-10-27 12:00:00 PM"
"27227","00","10216 124 Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","10216 124 Street ","","4811061","Edmonton","48","Alberta","014","Edmonton Centre","CA","Canada","","","0.0000",1,"385.00",0,2,"Yes","53.543617","-113.536417",25,"0","Not Protected","Urban","2020-12-12 5:00:01 AM","2020-12-12 12:00:00 PM"
"27232","00","Community Office","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","2471 Main St","","1314025","Belledune","13","New Brunswick","001","Acadie--Bathurst","CA","Canada","","","0.0000",1,"70.00",0,0,"No","47.912930","-65.910600",200,"0","Not Protected","Rural","2020-12-09 12:00:00 PM","2021-07-19 12:00:00 PM"
"27239","00","22 Main Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","22 Main Street","","4613047","Selkirk","46","Manitoba","010","Selkirk--Interlake--Eastman","CA","Canada","","","0.0000",1,"418.00",1,0,"No","50.128947","-96.892256",25,"0","Not Protected","Rural","2020-12-11 5:00:00 AM","2020-12-11 12:00:00 PM"
"27241","00","211 1st Avenue E Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","211 1st Avenue E","","4802034","Brooks","48","Alberta","003","Bow River","CA","Canada","","","0.0000",1,"313.00",1,0,"No","50.563403","-111.895283",25,"0","Not Protected","Urban","2020-12-11 5:00:00 AM","2021-07-08 12:00:00 PM"
"27242","00","Lethbridge Centre","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","200 4th Avenue South","","4802012","Lethbridge","48","Alberta","026","Lethbridge","CA","Canada","","","0.0000",1,"889.00",1,1,"No","49.693461","-112.842053",50,"0","Not Protected","Urban","2020-12-11 5:00:00 AM","2021-07-07 5:00:00 AM"
"27259","00","Constitution Square","510","Defence Construction Canada","45 ","Office","24","Lease or Licence","00","No Restriction","350 Albert Street, 17th Floor, Ottawa, ON K1A 0K3","","3506008","Ottawa","35","Ontario","075","Ottawa Centre","CA","Canada","","","0.0000",1,"192.00",0,0,"Yes","45.418620","-75.703400",5,"0","Not Protected","Rural","2021-01-06 5:00:01 AM","2022-10-11 12:00:00 PM"
"27261","00","True North Square","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","242 Hargrave, Suite 920","","4611040","Winnipeg","46","Manitoba","011","Winnipeg Centre","CA","Canada","","","0.0010",1,"719.00",0,0,"No","49.891113","-97.144070",100,"0","Not Protected","Urban","2021-01-06 12:00:00 PM","2021-01-07 5:00:01 AM"
"27267","00","60 Laval Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","60 Laval Street","","2481017","Gatineau","24","Quebec","030","Hull--Aylmer","CA","Canada","","","0.0000",1,"5746.00",0,3,"Yes","45.427373","-75.715812",10,"0","Not Protected","Urban","2021-01-14 5:00:01 AM","2021-01-14 12:00:00 PM"
"27269","00","405 Terminal Avenue Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","405 Terminal Avenue","","3506008","Ottawa","35","Ontario","077","Ottawa South","CA","Canada","","","0.0000",1,"14202.00",1,0,"No","45.414882","-75.652687",10,"0","Not Protected","Rural","2021-01-15 5:00:00 AM","2021-01-15 12:00:00 PM"
"27270","00","Community Office","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","2 Eagle Feather Trail","","1103021","Tyne Valley","11","Prince Edward Island","003","Egmont","CA","Canada","","","0.0000",1,"56.00",0,0,"No","46.599750","-63.858230",200,"0","Not Protected","Rural","2021-01-18 12:00:00 PM","2021-07-19 12:00:00 PM"
"27290","00","400 Central Ave - Fort Frances, ON - Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","400 Central Avenue","","3559012","Fort Frances","35","Ontario","105","Thunder Bay--Rainy River","CA","Canada","","","0.0000",1,"224.00",0,0,"No","48.609143","-93.400022",10,"0","Not Protected","Rural","2021-07-14 12:00:00 PM","2021-07-16 12:00:00 PM"
"27316","00","Prescott Border Crossing","155","Canada Border Services Agency","45 ","Office","10","Crown Owned","00","No Restriction","Corner of Highway 16 & 2, P.O. Box 400","Prescott, Ontario","3507004","Edwardsburgh","35","Ontario","050","Leeds--Grenville--Thousand Islands and Rideau Lakes","CA","Canada","","","13.7160",4,"2533.00",0,0,"Yes","44.745492","-75.470331",200,"0","Not Protected","Rural","1990-08-12 12:00:00 AM","2021-04-13 12:00:00 PM"
